1,Action;Adventure;Massively Multiplayer,PUBG: BATTLEGROUNDS,3105063,3257248
2,Action;Strategy;MOBA,Dota 2,1040877,1295114
3,Shooter;Action;Multiplayer,Counter-Strike 2,814616,1862531
4,Massively Multiplayer;Survival;Multiplayer,PUBG: Test Server,320178,320178
5,Action;RPG;Co-op,PAYDAY 2,247709,247709
6,Action;Adventure;Open World,Grand Theft Auto V Legacy,170644,364548
7,Action;Adventure;Massively Multiplayer,Z1 Battle Royale,151239,151239
8,Action;RPG;Action RPG,Warframe,121862,189837
10,Action;Adventure;Indie,ARK: Survival Evolved,100647,248405
11,Action;Adventure;Indie,Path of Exile,98445,229337
12,Action;Hero Shooter;Multiplayer,Team Fortress 2,97248,253997
13,Adventure;RPG;Strategy,Divinity: Original Sin 2,93701,93701
14,Shooter;Action;World War II,Call of Duty: WWII - PC Open Beta,84832,84832
15,Action;Indie;Racing,Rocket League,82360,147632
16,Simulation;Sports;Football (Soccer),Football Manager 2017,72824,72824
17,Action;Strategy;Fantasy,Total War: WARHAMMER II,72320,84920
18,Action;Medieval;Swordplay,For Honor Open Beta,72047,72047
19,Action;Adventure;Indie,Rust,68202,262284
21,Casual;Indie;Simulation,Garry's Mod,68017,73863
22,Indie;Simulation;Strategy,Kingdom: Classic,64944,64944
23,Simulation;Sports;Management,Football Manager 2018,63500,71575
24,Shooter;Action;World War II,Call of Duty: WWII - Multiplayer,56627,56627
25,Strategy;Turn-Based Strategy;Turn-Based,Sid Meier's Civilization V,54215,91363
26,Action;Adventure;Massively Multiplayer,Conan Exiles,53174,53402
27,Action;Simulation;Strategy,Arma 3,53100,56679
28,Action;Zombies;Multiplayer,Killing Floor 2,51688,69987
29,Action;Adventure;Massively Multiplayer,Paladins,50139,60743
30,RPG;Open World;Post-apocalyptic,Fallout 4,49919,472962
31,Indie;Simulation;Driving,Euro Truck Simulator 2,48356,69754
32,Strategy;Isometric;Turn-Based Combat,XCOM 2,47858,133022
33,Action;Medieval;Swordplay,For Honor,45944,225831
35,Action;PvP;Multiplayer,Battlerite,45145,45145
36,Strategy;Turn-Based Strategy;Multiplayer,Sid Meier's Civilization VI,44405,162657
37,Simulation;Strategy;Space,Stellaris,43675,68602
39,Action;Zombies;Co-op,Left 4 Dead 2,42963,162399
40,Action;Adventure;Casual,Unturned,42776,112703
41,RPG;Simulation;Base-Building,Fallout Shelter,42549,42656
43,Action;Adventure;Casual,Monaco,41750,41750
44,Action;Adventure;RPG,Assassin's Creed Origins,41551,41551
45,Action;Action Roguelike;Rogue-like,The Binding of Isaac: Rebirth,39194,70701
46,Action;Horror;Multiplayer,Dead by Daylight,38984,120717
47,Action;Strategy;Fantasy,Total War: WARHAMMER,37736,113019
48,RPG;Open World;Adventure,The Elder Scrolls V: Skyrim,36916,287411
49,Action;Indie;Simulation,AX:EL,35956,35956
50,RPG;Open World;Story Rich,The Witcher 3: Wild Hunt,34428,103329
51,Action;Adventure;Indie,Terraria,34212,489886
52,Action;Adventure;RPG,Tom Clancy's The Division,33590,114228
53,Action;Adventure;Open World,Tom Clancy's Ghost Recon Wildlands Open Beta,33088,33114
54,Action;Adventure;Indie,7 Days to Die,32765,125419
55,Action;Casual;Indie,Back to Bed,30771,30771
56,Action;Adventure;Massively Multiplayer,The Elder Scrolls Online,29990,49234
58,Shooter;Action;Multiplayer,Counter-Strike,29543,319586
59,Indie;RPG;Simulation,Stardew Valley,28214,236614
60,Action;Adventure;Massively Multiplayer,Black Desert,28152,60395
61,Action;Adventure;Indie,Jotun: Valhalla Edition,27501,27501
62,Shooter;Action;Adventure,Shadow Warrior,25890,25890
63,Massively Multiplayer;RPG;MMORPG,FINAL FANTASY XIV Online,25725,95150
64,Action;Adventure;Indie,Warhammer 40000: Dawn of War III,25676,25676
65,Action;Adventure;Indie,Don't Starve Together,25111,115925
66,Simulation;Strategy;Grand Strategy,Europa Universalis IV,25029,48165
67,Action;Indie;Medieval,Chivalry: Medieval Warfare,24945,25145
68,Action;Adventure;Sci-fi,Prey,24594,24594
69,Action;Massively Multiplayer;Simulation,Rising Storm 2: Vietnam,24468,24518
70,Simulation;Strategy;City Builder,Cities: Skylines,24177,60386
71,Strategy;Card Battler;Trading Card Game,Shadowverse,24167,24167
73,RPG;Open World;Adventure,The Elder Scrolls V: Skyrim Special Edition,23428,69906
74,Action;Massively Multiplayer;Simulation,War Thunder,23168,121318
75,Action;Adventure;RPG,ELEX,22969,22969
76,Action;Adventure;Casual,SMITE,22884,31169
78,RPG;Comedy;Dark Humor,South Park The Fractured But Whole,21609,21609
79,Action;Casual;Indie,POLYWAR,21240,21240
80,Action;RPG;Simulation,Starpoint Gemini 2,20842,20842
81,Action;Adventure;Horror,Resident Evil 7 Biohazard,20448,20449
82,Action;Adventure;Indie,Grim Dawn,20411,61458
83,Strategy;RTS;Medieval,Age of Empires II (2013),20367,27927
84,Casual;Indie;Mature,Wallpaper Engine,20342,150375
85,Adventure;Indie;RPG,Data Hacker: Corruption,20258,20258
86,Simulation;Strategy;World War II,Hearts of Iron IV,20256,93196
87,Casual;Indie;Simulation,Factorio,19906,118674
88,Simulation;Sports;Management,Football Manager 2016,19641,82916
89,Shooter;Action;World War II,Call of Duty: WWII,19406,19406
90,Action;RPG;Loot,Borderlands 2,19361,124678
92,Action;Adventure;Open World,No Man's Sky,19132,212613
93,Action;Indie;Difficult,Cuphead,19026,19026
94,Action;Sports;Fighting,TEKKEN 7,18966,18966
95,Action;Adventure;Indie,Absolver,18921,18921
96,Adventure;Platformer;Classic,Oddworld: Abe's Oddysee,18305,45049
97,Action;Adventure;Indie,The Forest,17917,109397
98,Adventure;Casual;Indie,Human Fall Flat,17715,127517
99,Strategy;Base-Building;Colony Sim,They Are Billions,17325,22395
100,Adventure;Casual;Indie,The Dreamlord,16985,16985
101,Action;Indie;PvP,Deceit,16923,16923
102,Strategy;Historical;Turn-Based Strategy,Total War: ROME II - Emperor Edition,16877,118240
103,Action;Massively Multiplayer;Simulation,World of Tanks Blitz,16846,56669
104,Strategy;World War II;RTS,Company of Heroes 2,16691,164688
106,Action;Adventure;Casual,Starbound,16676,88709
107,Action;Adventure;Story Rich,Life is Strange: Before the Storm,16209,16209
108,Simulation;Strategy;Cute,Outland,16166,16166
109,Shooter;Action;Gore,Wolfenstein II: The New Colossus,16141,16141
110,Action;Horror;Multiplayer,Friday the 13th: The Game,16096,16096
111,Adventure;Casual;Indie,Clicker Heroes,15910,65882
112,Simulation;Farming Sim;Automobile Sim,Farming Simulator 17,15681,32313
113,Action;RPG;Medieval,Mount & Blade: Warband,15598,33054
115,Action;Adventure;Platformer,Portal 2,15037,98460
116,Shooter;Action;Zombies,Killing Floor,14848,24107
117,Indie;Strategy;Action,AI: Rampage,14532,14532
118,Adventure;Indie;RPG,Data Hacker: Initiation,14518,14518
119,LGBTQ+;Dating Sim;Sexual Content,Dream Daddy: A Dad Dating Simulator,14471,14471
120,Adventure;Indie;Simulation,The Long Dark,14433,14707
121,Indie;Simulation;Strategy,RimWorld,14373,96040
122,Zombies;Survival;Multiplayer,Infestation: The New Z,14130,14437
124,Action;Adventure;Massively Multiplayer,Dark and Light,14089,14089
125,Adventure;Casual;Indie,EGOS - Tales of Fallen Souls,14034,14034
126,Indie;Strategy;Sci-fi,Rabiez: Epidemic,13814,13814
127,Simulation;Strategy;Singleplayer,Spacewar,13730,138416
128,Shooter;Action;Multiplayer,Black Squad,13621,15939
129,Action;Casual;Strategy,So Many Cubes,13382,13382
131,Action;Adventure;Massively Multiplayer,Elite Dangerous,13276,28923
132,Action;Adventure;Multiplayer,Call of Duty: Black Ops III,13134,63681
133,Action;Adventure;Massively Multiplayer,DayZ,12909,78937
134,Action;Indie;Multiplayer,Brawlhalla,12810,34816
135,Indie;Casual,Elems,12590,12590
136,Shooter;Action;Multiplayer,Counter-Strike: Source,12471,100056
137,Action;Adventure;Casual,Trove,12246,58949
138,Adventure;Zombies;Story Rich,The Walking Dead,12114,12114
139,RPG;Simulation;Strategy,Crusader Kings II,11940,141439
140,Action;Adventure;Casual,Sonic Mania,11937,11937
141,Action;Adventure;Indie,Last Man Standing,11857,11857
142,Action;Adventure;Indie,Outlast,11827,11827
143,Action;Adventure;Open World,Saints Row IV,11814,42270
144,Strategy;Management;RPG,Dungeons 2,11705,11705
145,Indie;Simulation;Strategy,The Escapists 2,11202,11202
146,Action;Adventure;Casual,Creativerse,10929,10929
147,Shooter;Action;Gore,DOOM,10855,44271
148,Action;RPG;Zombies,Dying Light,10715,45876
149,Action;Indie;Massively Multiplayer,Heroes & Generals,10671,21026
151,Action;RPG;Souls-like,Nioh: Complete Edition,10649,10649
153,Action;Indie;Massively Multiplayer,Squad,10064,38573
154,Action;Indie;Massively Multiplayer,Robocraft,10025,26725
155,Action;Adventure;Open World,Watch_Dogs 2,9976,18138
156,Action;Adventure;Open World,Just Cause 3,9958,23459
157,Action;Adventure;Horror,The Evil Within 2,9918,9918
158,Action;Adventure;Casual,MechDefender,9849,9849
159,Action;Adventure;Indie,Minion Masters,9706,10329
160,Action;Adventure;Massively Multiplayer,Crossout,9701,12170
161,Action;Adventure;Casual,ROTii,9686,9686
