162,Shooter;Action;Indie,Depth,9613,10916
163,Action;Indie;Difficult,Geometry Dash,9596,88346
164,Adventure;Indie;Simulation,This War of Mine,9503,9503
165,Action;Adventure;Casual,Planet Coaster,9496,21971
167,Adventure;Indie;Visual Novel,Secret in Story,9404,9404
168,Action;Twin Stick Shooter;PvE,Alien Swarm: Reactive Drop,9281,9335
169,Action;Adventure;Parkour,Pressure,9263,9263
170,Action;Indie;Strategy,Day of Infamy,9210,9210
172,Card Game;Trading Card Game;Multiplayer,The Elder Scrolls: Legends,8873,8873
173,Strategy;RTS;Sci-fi,Earth 2150 Trilogy,8869,9712
174,Massively Multiplayer;RPG;MMORPG,Tree of Savior (English Ver.),8866,53554
175,Action;Adventure;Female Protagonist,Rise of the Tomb Raider,8860,44588
176,Adventure;Indie;Open World Survival Craft,Subnautica,8796,51156
178,Shooter;Action;PvP,Tom Clancy's Rainbow Six Siege - Test Server,8714,20306
179,Simulation;Offroad;Automobile Sim,MudRunner,8667,8667
180,Action;Indie;Simulation,Space Engineers,8569,23888
181,Racing;Simulation;Automobile Sim,Car Mechanic Simulator 2018,8474,8474
182,Action;Casual;Indie,Chicken Shoot Gold,8426,8426
183,Massively Multiplayer;RPG;MMORPG,MOBIUS FINAL FANTASY,8412,9443
184,Action;MOBA;PvP,Gigantic,8303,8303
185,Action;Adventure;Massively Multiplayer,Metin2,8285,8285
186,Action;Adventure;Indie,Just Survive,8275,40335
188,Shooter;Action;Stealth,Dishonored 2,8158,22411
190,Strategy;Historical;War,Total War: ATTILA,8134,26346
191,RPG;Open World;Post-apocalyptic,Fallout,8130,8130
193,RPG;Strategy;Turn-Based,Gorky 17,8085,9012
194,Action;RPG;Hack and Slash,Titan Quest Anniversary Edition,7878,19497
195,Action;Casual;Shoot 'Em Up,Heli Heroes,7807,11754
196,Action;Adventure;Indie,Citadel: Forged With Fire,7777,7777
198,Adventure;Casual;Indie,Business Tour - Online Multiplayer Board Game,7707,7707
199,Action;Adventure;Sniper,Sniper Elite 4,7632,17366
200,Action;RPG;Open World,Fallout: New Vegas,7593,51038
202,Action;Indie;Strategy,Insurgency,7561,121575
203,Adventure;Indie;Multiplayer,ASTRONEER,7509,17986
204,Action;Casual;Indie,ShellShock Live,7455,7455
205,Action;RPG;Anime,Tales of Berseria,7435,8085
206,Action;Tactical;Sci-fi,The Bureau: XCOM Declassified,7412,7412
207,Casual;Indie;Psychological Horror,Doki Doki Literature Club,7402,7402
208,Adventure;Indie;RPG,Torment: Tides of Numenera,7387,7430
209,Simulation;Sports;Management,Football Manager 2015,7305,82071
210,Indie;Simulation;Space,Kerbal Space Program,7250,19149
212,Action;Adventure;Open World,Mad Max,7098,33356
214,Indie;Simulation;Colony Sim,Oxygen Not Included,7037,27486
215,Shooter;Action;Multiplayer,Homefront,7004,7206
217,Simulation;Turn-Based Tactics;Wargame,Romance of the Three Kingdoms XIII,6975,11909
218,RPG;Strategy;Fantasy,KnightShift,6939,8446
219,Adventure;Indie;Simulation,Empyrion - Galactic Survival,6925,8829
220,Action;Adventure;Indie,Enter the Gungeon,6908,15792
221,Action;Massively Multiplayer;Simulation,World of Warships,6818,411338
222,Action;Adventure;Indie,Dead Cells,6817,14910
223,Shooter;Action;Massively Multiplayer,Warface: Clutch,6813,13867
226,Action;Indie;Strategy,Sanctum 2,6739,13621
227,Action;Adventure;Massively Multiplayer,Argo,6659,6659
228,Indie;Simulation;Mining,Gold Mining Simulator,6625,6625
230,Action;Adventure;Indie,Yooka-Laylee,6508,6508
231,Indie;Simulation;Horror,Freddy Fazbear's Pizzeria Simulator,6492,6492
232,Adventure;Casual;Massively Multiplayer,VRChat,6468,66824
233,Action;Adventure;Indie,Slime Rancher,6452,17059
234,Indie;Simulation;Automobile Sim,American Truck Simulator,6449,19153
235,Action;Open World;Character Customization,Saints Row 2,6444,6509
236,Adventure;Indie;Horror,Layers of Fear (2016),6398,145384
238,Strategy;Card Game;Trading Card Game,Magic Duels,6305,14586
239,Action;Simulation;Strategy,Iron Sky Invasion,6279,6279
240,RPG;Strategy;Clicker,Realm Grinder,6265,6265
241,Action;Adventure;Stealth,METAL GEAR SOLID V: THE PHANTOM PAIN,6251,91195
242,Adventure;Indie;Simulation,Don't Starve,6160,16796
243,Software;Gaming;Hardware,CPUCores :: Maximize Your FPS,6139,6139
244,Action;Adventure;Horror,Alan Wake,6102,6652
245,Shooter;Action;Alternate History,Wolfenstein: The New Order,6093,11986
247,Action;Adventure;Indie,Hollow Knight,6038,95655
248,Action;Casual;Indie,Blackwake,6034,6159
249,Adventure;Indie;RPG,Divinity: Original Sin Enhanced Edition,6027,7565
250,Action;RPG;Souls-like,The Surge,5978,5978
251,Action;Adventure;Indie,Outlast 2,5946,5966
252,Action;Massively Multiplayer,Unknown Battle,5924,5924
253,Strategy;Medieval;Historical,Total War: MEDIEVAL II - Definitive Edition,5917,8453
254,RPG;Open World;Fantasy,Two Worlds: Epic Edition,5909,9281
255,Strategy;Historical;Military,Total War: EMPIRE - Definitive Edition,5907,27559
257,RPG;Simulation;Strategy,Tropico 5,5871,13483
258,Indie,Zula,5858,5858
259,Simulation;Strategy;City Builder,Urban Empire,5839,5840
260,Simulation;Flight;Realistic,Microsoft Flight Simulator X: Steam Edition,5820,6051
261,Indie;Simulation;Strategy,Prison Architect,5813,16211
262,Action;Indie;Shoot 'Em Up,Really Big Sky,5784,5784
263,Shooter;Action;Hero Shooter,Dirty Bomb,5780,13113
264,Action;Casual;Indie,Counter-Strike Nexon,5706,10007
265,Action;Adventure;Indie,Hellblade: Senua's Sacrifice,5653,5653
266,Simulation;Wargame;Immersive Sim,NOBUNAGA'S AMBITION: Taishi,5626,5626
267,Adventure;Visual Novel;Anime,Linea the Game,5592,5592
268,Action;Strategy;World War II,Company of Heroes,5550,5906
270,Adventure;Casual;Multiplayer,Ylands,5540,5540
272,Strategy;Historical;Turn-Based Strategy,Total War: SHOGUN 2,5521,54115
273,Casual;Indie;Clicker,AdVenture Capitalist,5496,22998
274,Action;Indie;Online Co-Op,Warhammer: End Times - Vermintide,5494,24700
276,Adventure;RPG;JRPG,Vengeance,5481,8732
277,Action;Adventure;Female Protagonist,Tomb Raider,5476,89538
278,Casual;RPG;Pixel Graphics,Soda Dungeon,5439,5690
280,Racing;Simulation;Sports,Motorsport Manager,5413,6251
281,Indie;RPG;Turn-Based Combat,Battle Chasers: Nightwar,5375,5375
282,Shooter;Action;Adventure,Call of Duty: Infinite Warfare,5324,15417
284,Action;Adventure;Indie,TERA,5291,25260
286,Adventure;Indie;Puzzle,Dream Stone,5264,5264
287,Action;Casual;Indie,Crash Drive 2,5214,5214
288,Casual;Indie;Puzzle,Puzzle Ball,5207,5207
289,Indie;Simulation;Strategy,Banished,5194,24636
291,Action;Adventure;Indie,Idle Champions of the Forgotten Realms,5192,18578
294,Action;Casual;Indie,Stick Fight: The Game,5147,5147
295,Action;Simulation;Strategy,Arma 2: Operation Arrowhead,5125,19175
296,Adventure;Casual;Indie,Happy Maze,5109,5109
297,Action;Adventure;Indie,Warhammer 40000: Eternal Crusade,5084,5230
298,Action;Adventure;Indie,TERA,5068,5068
300,Action;Psychological Horror;Difficult,Getting Over It with Bennett Foddy,5054,5054
301,Action;Massively Multiplayer;RPG,EVE Online,5053,10627
302,Action;Adventure;Indie,Grimm,5050,30886
303,Simulation;Flight;City Builder,Transport Fever,5041,12615
304,Indie;Strategy;Space,Planets Under Attack,5026,9723
306,RPG;Strategy;Turn-Based Tactics,Jagged Alliance 2 - Wildfire,4995,5794
307,Shooter;Action;Post-apocalyptic,Metro 2033 Redux,4975,50317
308,Violent;Gore;Action,Save the Ninja Clan,4941,4941
309,Adventure;Zombies;Story Rich,The Walking Dead: A New Frontier,4889,8278
310,Casual;Indie;RPG,Tabletop Simulator,4874,37198
311,Action;Adventure;Open World,Far Cry 4,4856,16963
312,Indie;Simulation;Strategy,Kingdoms and Castles,4856,4856
314,Adventure;Indie;RPG,HIVESWAP: ACT 1,4842,4842
315,Action;Casual;Indie,SpeedRunners,4840,17212
316,Action;Indie;Massively Multiplayer,Foxhole,4839,11791
317,Action;Adventure;Indie,Guns of Icarus Online,4838,107883
318,Action;Adventure;Open World,Far Cry Primal,4825,14783
319,Action;Adventure;Pirates,Assassin's Creed IV Black Flag,4802,16049
320,Action;Adventure;Casual,Orbox C,4782,4782
321,Adventure;Visual Novel;Detective,Danganronpa V3: Killing Harmony,4691,4691
322,Action;Simulation;Strategy,Steel Division: Normandy 44,4678,4678
323,Action;Indie;RPG,Ares Omega,4653,4653
325,Action;Open World;Comedy,Saints Row: The Third,4603,34371
326,Casual;Indie;Strategy,Time in Time,4602,4602
327,Action;Adventure;Indie,No Way Out,4601,4601
328,Strategy;Turn-Based Strategy;Turn-Based,Sid Meier's Civilization III: Complete,4600,4600
329,Action;Adventure;Casual,DRAGON BALL XENOVERSE 2,4585,19416
330,Action;Indie;Strategy,Awesomenauts,4582,12156
331,Action;Adventure;Casual,Gal-X-E,4582,4582
332,Strategy;Base-Building;Space,Earth 2160,4580,9960
333,Action;Indie;Strategy,Planetary Annihilation: TITANS,4576,4577
334,Shooter;Action;Indie,Undead Hunter,4571,4571
335,Massively Multiplayer;Survival;Multiplayer,H1Z1: Test Server,4550,8554
336,Casual;Indie;Sports,Adorables,4549,5022
337,Action;Indie;Massively Multiplayer,Verdun,4541,4541
338,Action;Platformer;Comedy,Psychonauts,4531,4531
339,Strategy;World War II;RTS,World War II: Panzer Claws,4517,6962
340,Action;Indie;RPG,Next Day: Survival,4511,4511
341,Action;Adventure;Casual,Lift It,4510,4510
342,Action;Adventure;Indie,Miscreated,4501,5159
343,Action;Adventure;Casual,Spore,4496,5630
344,Action;Adventure;RPG,Portal Knights,4469,6545
345,Action;Zombies;World War II,Call of Duty: World at War,4465,4825
347,Indie;Racing;Simulation,Assetto Corsa,4458,19796
348,Indie;RPG;Great Soundtrack,Undertale,4444,11071
349,Casual;Indie;Simulation,3 Coins At School,4435,4435
350,RPG;Isometric;Fantasy,Pillars of Eternity,4402,41906
351,Adventure;Indie;Simulation,DiRT 4,4396,4396
352,Racing;Simulation;Driving,BeamNG.drive,4383,32320
353,Racing;Simulation;Sports,DiRT Rally,4352,20343
354,Racing;Simulation;Automobile Sim,Car Mechanic Simulator 2015,4340,4340
355,Action;Casual;Indie,SCP: Secret Laboratory,4334,13908
356,Action;RPG;Looter Shooter,Borderlands: The Pre-Sequel,4279,68238
357,Simulation;Strategy;World War II,Bomber Crew,4277,9898
358,Action;Adventure;Indie,Streets of Rogue,4259,4320
359,Action;Hack and Slash;Surreal,Killer is Dead,4255,4255
360,Action;Indie;Sports,Shufflepuck Cantina Deluxe,4253,4747
361,Action;Adventure;Massively Multiplayer,Neverwinter,4252,14866
362,Action;Adventure;Female Protagonist,Bayonetta,4182,4194
363,Action;Adventure;Massively Multiplayer,Knight Online,4173,24594
364,Action;Indie;Arcade,BARRIER X,4158,9640
365,Action;Sniper;Open World,Sniper Ghost Warrior 3,4086,4086
366,Shooter;Action;Massively Multiplayer,PlanetSide 2,4038,29676
367,Action;Adventure;Racing,Sleeping Dogs: Definitive Edition,4035,4035
368,Shooter;Action;Multiplayer,Call of Duty: Modern Warfare 2 (2009) - Multiplayer,4032,112874
370,Action;Indie;RPG,Pyre,4013,4013
371,Violent;Indie;Strategy,Art of War: Red Tides,4008,4031
372,Action;Indie;Multiplayer,Duck Game,3999,5047
373,Action;Adventure;Indie,Torchlight II,3995,54821
374,Shooter;Action;Multiplayer,Call of Duty: Black Ops II - Multiplayer,3993,71228
375,Action;Indie;Massively Multiplayer,Line of Sight,3990,4120
376,Adventure;Casual;Indie,Shakes and Fidget,3986,9495
377,Adventure;Indie;Simulation,Northgard,3977,20235
378,Massively Multiplayer;Simulation;Sports,Fishing Planet,3970,9926
380,Strategy;Turn-Based Strategy;Tactical,XCOM: Enemy Unknown,3955,70568
381,Nudity;Violent;Action,X-Blades,3950,4840
382,Action;Adventure;Stealth,Dishonored,3941,19938
384,Action;Adventure;Indie,Planet R-12,3932,3932
385,Adventure;Casual;Indie,The Descendant,3923,128847
386,Action;RPG;Hack and Slash,Vikings - Wolves of Midgard,3914,4043
387,Action;Indie;Simulation,Avorion,3904,4533
390,Action;Adventure;Indie,Heat Signature,3877,3877
392,Software,EVGA Precision X1,3866,4248
393,Action;Adventure;Simulation,Hurtworld,3843,13333
396,Casual;Indie;Simulation,Pixel Puzzles Ultimate Jigsaw Puzzles,3821,4048
398,Action;Adventure;Casual,BattleBlock Theater,3812,14781
399,Action;Adventure;LEGO,The Banner Saga,3807,4476
400,Nudity;Casual;Indie,The Pasture,3787,3787
402,Casual;Indie;Simulation,Plague Inc: Evolved,3780,17889
405,Action;Adventure;Massively Multiplayer,Secret World Legends,3731,3731
406,Action;Adventure;LEGO,Marvel Heroes Omega,3712,12518
408,Casual;Indie;Strategy,The Jackbox Party Pack 3,3698,10972
409,Action;Adventure;Indie,Agents of Mayhem,3687,3687
410,Action;Fighting;2D Fighter,Street Fighter V,3677,14783
411,Action;Adventure;Assassin,Assassin's Creed Syndicate,3657,4729
412,Action;Adventure;RPG,Dragon's Dogma: Dark Arisen,3645,27368
413,Action;Retro,Evil Glitch,3645,3645
414,Adventure;RPG;Choices Matter,Tyranny,3619,15792
416,Adventure;Indie;RPG,Armello,3614,3614
417,Action;Fighting;Superhero,Marvel vs. Capcom: Infinite,3603,3603
418,Action;Adventure;Massively Multiplayer,ArcheAge,3593,6509
420,Shooter;Action;Sci-fi,Half-Life 2,3589,64085
423,Action;Indie;RPG,Chaos Town,3576,4840
425,Simulation;Sports;Management,Football Manager 2014,3569,79105
426,Adventure;Casual;Indie,Daily Chthonicle: Editor's Edition,3557,3557
427,Adventure;Indie;Massively Multiplayer,Faeria,3555,3675
428,Casual;Indie;Platformer,DARTHY,3535,3535
429,RPG;Open World;Story Rich,The Guild 3,3513,3513
430,Indie;Simulation;Sandbox,Besiege,3508,11206
433,Action;Adventure;Indie,Lost Castle,3481,4701
434,Action;Adventure;Crime,Mafia III: Definitive Edition,3466,47822
435,Web Publishing,Skyforge,3465,3499
436,Adventure;Indie;Interactive Fiction,Neighboring Islands,3436,3436
437,Indie;Simulation;Strategy,FTL: Faster Than Light,3435,19301
438,Action;Adventure;Anime,NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,3407,8466
439,Shooter;Action;Multiplayer,Star Wars: Battlefront 2 (Classic 2005),3405,4789
440,Action;Puzzle;Puzzle-Platformer,Portal,3370,20672
441,Shooter;Action;Adventure,Homefront: The Revolution,3370,4365
442,RPG;Fantasy;Mature,The Witcher 2: Assassins of Kings Enhanced Edition,3367,12884
443,Casual;Indie;Simulation,Flix and Chill,3364,3364
444,Simulation;Sports;Cycling,Pro Cycling Manager 2017,3355,3355
446,Action;Adventure;Open World,Assassin's Creed Unity,3340,12180
447,Action;RPG;Simulation,State of Decay: Year-One,3339,3339
448,Action;Adventure;Casual,Castle Crashers,3331,16013
449,Casual;Indie;2D Platformer,Ball of Wonder,3329,4094
450,Adventure;Massively Multiplayer;VR,Heaven Island - VR MMO,3327,7907
451,Massively Multiplayer;RPG;Sci-fi,Star Trek Online,3326,7910
452,Action;Adventure;Casual,Box Maze,3319,5313
453,Simulation;Strategy;Colony Sim,Knights and Merchants,3304,7481
454,Action;Adventure;Massively Multiplayer,Atlas Reactor,3302,3613
455,Simulation;Strategy;Villain Protagonist,Dungeons 3,3289,3289
456,Casual;Indie;Strategy,Legion TD 2,3284,5834
457,Action;RPG;Fantasy,The Witcher: Enhanced Edition,3281,12685
458,Action;Indie;RPG,Life is Feudal: Your Own,3262,7896
460,Action;Adventure;Casual,Sword Art Online: Hollow Realization Deluxe Edition,3254,3254
461,RPG;Dragons;Singleplayer,The I of the Dragon,3249,11612
462,Indie;Simulation,Wolf Simulator,3247,3247
463,Action;Adventure;Indie,Doug and Lily,3246,3246
464,Action;Indie;RPG,Dungeon Defenders II,3245,18785
465,Action;Indie;Fighting,MY FIGHT,3241,5578
466,Action;Casual;Indie,Keyboard Killer,3234,3469
467,Simulation;Trains;Singleplayer,Train Simulator Classic,3221,3821
468,RPG;Simulation;Strategy,Battle Brothers,3210,8060
469,Indie;Strategy;Roguelike Deckbuilder,Slay the Spire,3206,33086
470,Action;Atmospheric;Great Soundtrack,Ori and the Blind Forest: Definitive Edition,3198,9079
472,Action;Simulation;Strategy,Men of War: Assault Squad 2,3180,9750
474,Massively Multiplayer;Strategy;2D,VEGA Conflict,3158,3814
475,Violent;Gore;Action,Lone Leader,3145,9911
476,Casual;Indie;Strategy,Power of Love,3143,3143
477,Action;Adventure;Casual,Other worlds India,3131,3131
478,Adventure;Massively Multiplayer;RPG,Riders of Icarus,3107,17162
479,Indie;Simulation;Strategy,The Escapists,3106,3354
480,Adventure;Indie;Violent,Little Kite,3104,3104
481,Adventure;Indie;Cute,A Hat in Time,3094,7312
482,Action;Adventure;Massively Multiplayer,Domina,3089,3089
483,Shooter;Action;Realistic,Sandstorm,3082,3082
484,Indie;Strategy;Space,Forbidden Planet,3065,4470
485,Action;Adventure;Casual,Gang Beasts,3062,3062
486,Action;Adventure;Indie,Realm of the Mad God Exalt,3059,10051
487,Action;Adventure;Sniper,Sniper Elite 3,3056,10861
488,RPG;Turn-Based;JRPG,Septerra Core,3046,6616
490,Adventure;Casual;Indie,Dreaming Sarah,3035,3038
494,Casual;Indie;Clicker,Crusaders of the Lost Idols,3014,4068
495,Racing;Multiplayer;Sports,Moto Racer 4,3011,3011
496,Casual;Indie,Our Wonderful World,3002,3002
497,Simulation;Strategy;Mythology,Age of Mythology: Extended Edition,3000,11074
502,Action;Adventure;Indie,Painted Memories,2953,2953
506,Adventure,Tap Adventure: Time Travel,2932,2933
507,Atmospheric;Relaxing;Casual,ASMR Universe,2919,2919
508,Action;Adventure;Indie,Hero Siege,2917,10427
510,Action;Adventure;Indie,Scrap Mechanic,2910,46643
513,Casual;Indie;Strategy,Eternal Card Game,2894,2894
515,Action;Indie;Zombies,Tequila Zombies 3,2891,2891
516,Strategy;Historical;Grand Strategy,Total War: NAPOLEON - Definitive Edition,2889,9935
517,Casual;Indie;Simulation,Game Dev Tycoon,2884,7761
518,Action;Casual;2D,Dead6hot,2879,8612
519,Indie;RPG;Strategy,Expeditions: Viking,2877,2901
520,Casual;Indie;Simulation,Merlin adventurer store,2875,2875
521,Adventure;Casual;Indie,aMAZE 2,2874,5735
522,Action;Fighting;Gore,Mortal Kombat X,2873,15743
523,Action;Indie;RPG,Hand of Fate 2,2873,2873
524,Adventure;Indie;RPG,Hotel Anatolia,2873,2934
